path,name,size,sha256,package,version,declared_license,source,classification,required_action,evidence
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_lt.qm,qt_lt.qm,165383,47eb5f97467df769261421d54a5bea1131c9fb9b6388791d38bb6574335b64bf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_lv.qm,qt_lv.qm,63,addeca285282338294f24ca50d37d08a5f68d3785d0a94af86dd4ec8f2a3b449,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_nl.qm,qt_nl.qm,91,39e870cbd25c0f97fa9b1828d5ea1ed9849857a2e26c5321b3f13c76be8f0548,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_nn.qm,qt_nn.qm,91,4e544e23f75eafe1553dc896973db23b5795cd243786d5c653cc0f36a46ca74f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_pl.qm,qt_pl.qm,99,e6890afa0caf0f6db0248e4c94f6016b8ec8bc266f1e0e9b8f01e8ea912cf968,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_pt_BR.qm,qt_pt_BR.qm,106,0e24c58e35271853f8cdfb3f0f7b0741b5a9a588e43cdec62ae85a3842771e0a,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_pt_PT.qm,qt_pt_PT.qm,70334,2c1e7bbf5168a64b43752dd4c547601c0bde6d610f8671fa3e3af38597e84783,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_ru.qm,qt_ru.qm,102,1b388e2d6d1bd405603e794e498c6d7ec5f5a5ad819243546f6399181da36758,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_sk.qm,qt_sk.qm,95,840c3b01c89df976fc1d2e5bfc6fc84b65666b8a3ceb4cbf5aa0c22af3d2a383,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_sl.qm,qt_sl.qm,228428,c44e0313a9414cc0e490b65b0c036fa11bca959353b228886547bc2c8492034f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_sv.qm,qt_sv.qm,153,030f0cceee2fc81b81a78c9720601b77419beb959c586e7621581727b77ab7b0,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_tr.qm,qt_tr.qm,84,59e8a0c411be3b0802a68561b090f182099d6b75c4fe46f398e55f11528e11b9,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_uk.qm,qt_uk.qm,102,053ec1f677c4dba48c6a97eb28f4fc78c1511324d1843d7f4cec2c7c00a66145,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_zh_CN.qm,qt_zh_CN.qm,99,c0e29d32c9540a7e78643b74214e633c56f6ab11f018e516629f2c11b1fb09fc,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_zh_TW.qm,qt_zh_TW.qm,99,24e226954491689549a1a1990db3b8cb78888008d8163b2fd2442b772b6d1b5f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_ar.qm,qtbase_ar.qm,160017,e03fe68d83201543698fd7fe267dd5dfc5bfd195147e74ff2f19ac3491401263,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_bg.qm,qtbase_bg.qm,165337,e448ac9e3f16c29eb27af3012efe21052daa78fabfb34cd6dff2f69ee3bd3cdb,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_ca.qm,qtbase_ca.qm,209899,005b0aa0c9a5b930dfdd870661958a8069bbec862d75f98bce20bf7401bea13d,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_cs.qm,qtbase_cs.qm,174701,03028b42df5479270371e4c3bdc7df2f56cbbe6dda956a2864ac6f6415861fe8,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_da.qm,qtbase_da.qm,181387,7d1e5ca3310b54d104c19bf2abd402b38e584e87039a70e153c4a9af74b25c22,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_de.qm,qtbase_de.qm,223404,9cb5504dee6ef0d4d4be8ba2e34ba8294018a9e0ec810ceaf5e973d57a283434,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_en.qm,qtbase_en.qm,33,494ac9a2b2cb2fdeced353f4a9f898ed8dcf616e9bc667438c62681e3f7f79cf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_es.qm,qtbase_es.qm,165170,4ffda56ba3bb5414ab0482d1dde64a6f226e3488f6b7f3f11a150e01f53fa4c8,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_fa.qm,qtbase_fa.qm,148156,f78e59b5bdd586181a999034ba418868ed17fe9c05707fb65e523f70e92253d2,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_fi.qm,qtbase_fi.qm,179941,e47fe13713e184d07fa4495dde0c589b0e8f562e91574a3558a9363443a4fa72,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_fr.qm,qtbase_fr.qm,159463,314243a55c32679ad473fdfe48dc7d66e973ad0fc8bf2164480c58dddb50c1a7,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_gd.qm,qtbase_gd.qm,189580,63b439dd44139aa3aed54c2ebe03fa9bc77f22c14ed8fba8eff2608445bb233d,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_he.qm,qtbase_he.qm,138690,e1ebca16afe8994356f81ca007fbdb9ddf865842010fe908923d873b687cad3f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_hr.qm,qtbase_hr.qm,149711,bb9eec9a9a652c1340dc75eb2e749be50df00f885b3d6900dfc76799c45b244d,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_hu.qm,qtbase_hu.qm,205885,98463295539d769c8645a0b7fb95ad38454cfd0b14f36af485513f036ddbbbc6,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_it.qm,qtbase_it.qm,161166,7808ed542a7833c4bd94ec8bdfbbca00bb4f2fe15979b9121ce3249323687300,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_ja.qm,qtbase_ja.qm,129913,2b9581c69b975f59be505b127cd3c19d403ef3d12e0e8386fb97238223e9c1df,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_ka.qm,qtbase_ka.qm,201105,e55e4b72fa620bebee5297ca59dfe2f49894a1e544f2b7485b1cfd8829289d6f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_ko.qm,qtbase_ko.qm,156799,0179ed1b136e1cb3f583351eaa2c545ba3d83a6ee3f82c32505926a1a5f5f183,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_lg.qm,qtbase_lg.qm,239242,d25972c3de43449d24d9c9fe629d1b38320290a137234c218103f148b4ef9897,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_lv.qm,qtbase_lv.qm,153608,846e047573ae40c83671c3ba7f73e27efc24b98c82701da0df9973e574178bb2,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_nl.qm,qtbase_nl.qm,202861,f61513bcdbb6ad800585f9437a95d018aab17fa12ee414aa31462ff279d8240e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_nn.qm,qtbase_nn.qm,196424,983734b40aa4d250421ba0d1614416cb8b424d6f140f4a7dbf8b11e65eef63dc,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_pl.qm,qtbase_pl.qm,162962,3cf6b5c14d5eb0cf81e9af2066e66b3aa579a6b9b3c323ed670761f6254a8c54,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_pt_BR.qm,qtbase_pt_BR.qm,208516,8344f5bc333c45d37cfd425a09124eb11f12439f33737ec0b8683d04a416746e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_ru.qm,qtbase_ru.qm,203767,3da6605668f9178d11a838c4515478084dcfb4f9cf22f99d7a92b492db9c224b,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_sk.qm,qtbase_sk.qm,125763,d586ae2c314074cf398417fdecb40709d5478dfeb0a67c2fe60d509ee9b59ed7,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_sv.qm,qtbase_sv.qm,197334,53a7e6141af5bf1a3e97bebdab6578abbbd798c8f17ef7c5ac1623a004d46c1f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_tr.qm,qtbase_tr.qm,248720,353fdfd7165659a49212e7a25bf91c0a71588e52c836f7496640f26782414634,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_uk.qm,qtbase_uk.qm,158274,51b8ff55b37dc5907d637a8ddda12fbe816852b0244c74eb4f0fb84867a786e0,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_zh_CN.qm,qtbase_zh_CN.qm,147222,0481a9b92a6f0578400e960a7d5ee70217a6a450eaf7f98b7d32b8dbd0d58616,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtbase_zh_TW.qm,qtbase_zh_TW.qm,126185,21012b2b427f8d09d31ce9cae582ca27955b478ca3dc2ec18a3068d808638c6a,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_ar.qm,qtmultimedia_ar.qm,11486,5fc10414e168c1161b8590a5c173d140d31b17cf450f0ac93e666ebf7a2ff908,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_bg.qm,qtmultimedia_bg.qm,13683,add8675fbc2351fb6c8397ed36932f98553782dd4ce0498efc5b89b050ac8626,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_ca.qm,qtmultimedia_ca.qm,15538,9189b6c3e546966be563d5c038c394005ef7f6293e0c181560148f1c615fd733,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_cs.qm,qtmultimedia_cs.qm,15906,6f116e7a2fdefe84a890df1718d235e61d5731bf7c2e3e57a838f6ec9eede0fa,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_da.qm,qtmultimedia_da.qm,13659,39d902411064cc5c5fd45742f1768022a1ae7953700741b2f608e3807e19110a,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_de.qm,qtmultimedia_de.qm,15794,12dfb637448f1f986904c944c118f787276fcedf1c6e11ccbe254024f4f24a12,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qtmultimedia_en.qm,qtmultimedia_en.qm,33,494ac9a2b2cb2fdeced353f4a9f898ed8dcf616e9bc667438c62681e3f7f79cf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
